Name,Fibered,Crossing Number,Unknotting Number,Genus-3D,Crosscap Number,Bridge Index,Braid Index,Braid Length,Signature,Thurston-Bennequin Number,Arc Index,Stick Number,Tunnel Number,Jones (vector),Genus-4D,Genus-4D (Top.),Determinant,Rasmussen s,Ozsvath-Szabo tau,Arf Invariant,Turaev Genus,Clasp Number,L-space,Epsilon,Quasialternating,Almost Alternating,Adequate,Unknotting Number-Algebraic,Ropelength
9_28,Y,9,1,3,4,3,4,9,-2,[-2][-9],11,[9;10],1,{-2; 7; -1; 3; -5; 8; -8; 9; -8; 5; -3; 1},1,1,51,2,1,1,0,3,No,1,Y,N,Y,1,81.1352
9_29,Y,9,2,3,3,3,4,9,2,[-8][-3],11,9,2,{-6; 3; -1; 3; -6; 8; -8; 9; -7; 5; -3; 1},1,1,51,-2,-1,1,0,3,No,-1,Y,N,Y,1,81.1821
9_30,Y,9,1,3,4,3,4,9,0,[-6][-5],11,[9;10],1,{-5; 4; -1; 3; -5; 8; -9; 9; -8; 6; -3; 1},1,1,53,0,0,1,0,3,No,0,Y,N,Y,1,81.4883
9_31,Y,9,2,3,4,2,4,9,-2,[-2][-9],11,[9;10],1,{-2; 7; -1; 3; -5; 8; -9; 10; -8; 6; -4; 1},1,1,55,2,1,0,0,3,No,1,Y,N,Y,2,81.6581
9_32,Y,9,2,3,4,3,4,9,2,[-9][-2],11,[9;10],2,{-7; 2; 1; -3; 6; -9; 10; -10; 9; -6; 4; -1},1,1,59,-2,-1,1,0,3,No,-1,Y,N,Y,1,81.5175
9_33,Y,9,1,3,4,3,4,9,0,[-6][-5],11,[9;10],2,{-5; 4; -1; 3; -6; 9; -10; 11; -9; 7; -4; 1},1,1,61,0,0,1,0,3,No,0,Y,N,Y,1,82.2803
9_34,Y,9,1,3,4,3,4,9,0,[-6][-5],11,9,2,{-5; 4; -1; 4; -7; 10; -12; 12; -10; 8; -4; 1},1,1,69,0,0,1,0,3,No,0,Y,N,Y,1,82.1706
9_35,N,9,3,1,3,3,5,14,-2,[1][-12],11,9,2,{1; 10; 1; -2; 3; -4; 5; -3; 4; -3; 1; -1},1,1,27,2,1,1,0,3,No,1,Y,N,Y,2,79.2165
9_36,Y,9,2,3,3,3,4,9,4,[-12][1],11,[9;11],1,{-9; 0; -1; 2; -4; 6; -6; 6; -5; 4; -2; 1},2,2,37,-4,-2,1,0,3,No,-1,Y,N,Y,2,80.2064
9_37,N,9,2,2,4,3,5,12,0,[-5][-6],11,[9;10],2,{-4; 5; 1; -2; 5; -7; 7; -8; 7; -4; 3; -1},1,1,45,0,0,1,0,2,No,0,Y,N,Y,2,81.1674
9_38,N,9,3,2,4,3,4,11,-4,[3][-14],11,[9;10],2,{2; 11; 1; -3; 7; -8; 10; -10; 8; -6; 3; -1},2,2,57,4,2,0,0,3,No,1,Y,N,Y,2,81.7697
9_39,N,9,1,2,4,3,5,12,2,[-10][-1],11,9,2,{-8; 1; -1; 3; -6; 8; -9; 10; -8; 6; -3; 1},1,1,55,-2,-1,0,0,[2;3],No,-1,Y,N,Y,1,81.8264
9_40,Y,9,2,3,4,3,4,9,-2,[-2][-9],11,9,2,{-2; 7; -1; 5; -8; 11; -13; 13; -11; 8; -4; 1},1,1,75,2,1,1,0,3,No,1,Y,N,Y,2,81.6474
9_41,N,9,2,2,3,3,5,12,0,[-7][-4],11,9,2,{-6; 3; 1; -3; 5; -7; 8; -8; 8; -5; 3; -1},0,0,49,0,0,0,0,[2;3],No,0,Y,N,Y,2,81.354
9_42,Y,9,1,2,3,3,4,9,2,[-5][-3],8,9,1,{-3; 3; 1; -1; 1; -1; 1; -1; 1},1,1,7,0,0,0,1,2,No,0,N,Y,,1,69.4756
9_43,Y,9,2,3,3,3,4,9,-4,[1][-10],9,9,1,{0; 7; 1; -1; 2; -2; 2; -2; 2; -1},2,2,13,4,2,1,1,3,No,1,Y,Y,,2,71.4901
9_44,Y,9,1,2,3,3,4,9,0,[-3][-6],9,9,1,{-2; 5; 1; -2; 3; -3; 3; -2; 2; -1},1,1,17,0,0,0,1,2,No,0,Y,Y,,1,71.5427
9_45,Y,9,1,2,3,3,4,9,2,[-10][1],9,9,1,{-8; -1; -1; 2; -3; 4; -4; 4; -3; 2},1,1,23,-2,-1,0,1,2,No,-1,Y,Y,,1,74.0761
9_46,N,9,2,1,3,3,4,9,0,[-7][-1],8,9,2,{-6; 0; 1; -1; 1; -2; 1; -1; 2},0,0,9,0,0,0,1,2,No,0,N,Y,,2,68.6169
9_47,Y,9,2,3,4,3,4,9,-2,[-2][-7],9,9,2,{-2; 5; -1; 3; -3; 5; -5; 4; -4; 2},1,1,27,2,1,1,1,3,No,1,Y,Y,,2,74.8785
9_48,Y,9,2,2,4,3,4,11,2,[-8][-1],9,9,2,{-6; 1; -2; 3; -4; 6; -4; 4; -3; 1},1,1,27,-2,-1,1,1,2,No,-1,Y,Y,,2,74.0228
9_49,N,9,3,2,3,3,4,11,-4,[3][-12],9,9,2,{2; 9; 1; -2; 4; -4; 5; -4; 3; -2},2,2,25,4,2,0,1,3,No,1,Y,Y,,3,73.9286
10_1,N,10,1,1,2,2,6,13,0,[-3][-9],12,[9;11],1,{-2; 8; 1; -1; 2; -2; 2; -2; 2; -2; 1; -1; 1},1,1,17,0,0,0,0,1,No,0,Y,N,Y,1,85.0947
10_2,Y,10,3,4,2,2,3,10,-6,[3][-15],12,[9;11],1,{1; 11; 1; -1; 2; -2; 3; -3; 3; -3; 2; -2; 1},3,3,23,6,3,0,0,4,No,1,Y,N,Y,3,85.585
10_3,N,10,2,1,3,2,6,13,0,[-5][-7],12,[9;11],1,{-4; 6; 1; -1; 2; -3; 4; -4; 3; -3; 2; -1; 1},0,0,25,0,0,0,0,2,No,0,Y,N,Y,2,85.4278
10_4,N,10,2,2,2,2,5,12,2,[-7][-5],12,[9;11],1,{-5; 5; 1; -2; 3; -3; 4; -4; 3; -3; 2; -1; 1},1,1,27,-2,-1,1,0,2,No,-1,Y,N,Y,1,85.7974
10_5,Y,10,2,4,3,2,3,10,4,[-12][0],12,[9;11],1,{-9; 1; -1; 2; -3; 4; -5; 5; -4; 4; -2; 2; -1},2,2,33,-4,-2,0,0,4,No,-1,Y,N,Y,2,86.4741
10_6,N,10,3,3,3,2,4,11,-4,[1][-13],12,[9;11],1,{0; 10; 1; -1; 3; -4; 5; -6; 6; -5; 3; -2; 1},2,2,37,4,2,1,0,3,No,1,Y,N,Y,2,86.8125
10_7,N,10,1,2,3,2,5,12,-2,[-1][-11],12,[9;11],1,{-1; 9; 1; -2; 4; -5; 7; -7; 6; -5; 3; -2; 1},1,1,43,2,1,1,0,2,No,1,Y,N,Y,1,87.2775
10_8,N,10,2,3,2,2,4,11,-4,[-1][-11],12,[9;10],1,{-2; 8; 1; -1; 2; -3; 4; -4; 4; -4; 3; -2; 1},2,2,29,4,2,1,0,3,No,1,Y,N,Y,2,85.8428
10_9,Y,10,1,4,3,2,3,10,-2,[-3][-9],12,[9;11],1,{-3; 7; 1; -2; 3; -4; 6; -6; 6; -5; 3; -2; 1},1,1,39,2,1,0,0,4,No,1,Y,N,Y,1,86.8222
10_10,N,10,1,2,3,2,5,12,0,[-8][-4],12,[9;11],1,{-7; 3; -1; 2; -3; 5; -6; 7; -7; 6; -4; 3; -1},1,1,45,0,0,1,0,2,No,0,Y,N,Y,1,87.1833
10_11,N,10,[2;3],2,3,2,5,12,-2,[-3][-9],12,[9;11],1,{-3; 7; 1; -1; 3; -5; 6; -7; 7; -6; 4; -2; 1},1,1,43,2,1,1,0,[2;3],No,1,Y,N,Y,1,86.963
10_12,N,10,2,3,3,2,4,11,2,[-10][-2],12,[9;11],1,{-8; 2; -1; 2; -4; 6; -7; 8; -7; 6; -3; 2; -1},1,1,47,-2,-1,0,0,3,No,-1,Y,N,Y,1,87.0824
10_13,N,10,2,2,4,2,6,11,0,[-5][-7],12,[9;11],1,{-4; 6; 1; -2; 5; -7; 8; -9; 8; -6; 4; -2; 1},1,1,53,0,0,1,0,2,No,0,Y,N,Y,1,88.4929
10_14,N,10,2,3,4,2,4,11,-4,[1][-13],12,[9;11],1,{0; 10; 1; -2; 4; -6; 9; -9; 9; -8; 5; -3; 1},2,2,57,4,2,0,0,3,No,1,Y,N,Y,2,88.3023
10_15,N,10,2,3,3,2,4,11,2,[-8][-4],12,[9;11],1,{-6; 4; -1; 2; -4; 6; -6; 7; -6; 5; -3; 2; -1},1,1,43,-2,-1,1,0,3,No,-1,Y,N,Y,1,87.4606
10_16,N,10,2,2,3,2,5,12,-2,[-3][-9],12,[9;10],1,{-3; 7; 1; -2; 4; -5; 7; -8; 7; -6; 4; -2; 1},1,1,47,2,1,0,0,[2;3],No,1,Y,N,Y,1,87.4684
10_17,Y,10,1,4,3,2,3,10,0,[-6][-6],12,[9;10],1,{-5; 5; -1; 2; -3; 5; -6; 7; -6; 5; -3; 2; -1},1,1,41,0,0,0,0,4,No,0,Y,N,Y,1,87.0248
10_18,N,10,1,2,4,2,5,12,-2,[-3][-9],12,[9;10],1,{-3; 7; 1; -2; 4; -6; 8; -9; 9; -7; 5; -3; 1},1,1,55,2,1,0,0,2,No,1,Y,N,Y,1,88.4092
10_19,N,10,2,3,3,2,4,11,-2,[-4][-8],12,[9;11],1,{-4; 6; -1; 2; -3; 6; -7; 8; -8; 7; -5; 3; -1},1,1,51,2,1,1,0,3,No,1,Y,N,Y,2,87.5099
10_20,N,10,2,2,3,2,5,12,-2,[-1][-11],12,[9;11],1,{-1; 9; 1; -1; 3; -4; 5; -6; 5; -4; 3; -2; 1},1,1,35,2,1,1,0,2,No,1,Y,N,Y,2,86.8514
10_21,N,10,2,3,3,2,4,11,-4,[1][-13],12,[9;11],1,{0; 10; 1; -2; 4; -5; 7; -7; 7; -6; 3; -2; 1},2,2,45,4,2,1,0,3,No,1,Y,N,Y,2,87.0343
10_22,N,10,2,3,3,2,4,11,0,[-5][-7],12,[9;11],1,{-4; 6; 1; -2; 4; -6; 8; -8; 7; -6; 4; -2; 1},0,0,49,0,0,0,0,3,No,0,Y,N,Y,1,87.2182
10_23,N,10,1,3,4,2,4,11,2,[-10][-2],12,[9;11],1,{-8; 2; -1; 2; -4; 7; -9; 10; -9; 8; -5; 3; -1},1,1,59,-2,-1,1,0,3,No,-1,Y,N,Y,1,88.6901
10_24,N,10,2,2,4,2,5,12,-2,[-1][-11],12,[9;11],1,{-1; 9; 1; -2; 5; -7; 9; -9; 8; -7; 4; -2; 1},1,1,55,2,1,0,0,2,No,1,Y,N,Y,2,88.3963
10_25,N,10,2,3,4,2,4,11,-4,[1][-13],12,[9;11],1,{0; 10; 1; -2; 5; -7; 10; -11; 10; -9; 6; -3; 1},2,2,65,4,2,0,0,3,No,1,Y,N,Y,2,88.7587
10_26,N,10,1,3,4,2,4,11,0,[-5][-7],12,[9;11],1,{-4; 6; 1; -3; 6; -8; 10; -10; 9; -7; 4; -2; 1},1,1,61,0,0,1,0,3,No,0,Y,N,Y,1,88.4328
10_27,N,10,1,3,4,2,4,11,2,[-10][-2],12,[9;11],1,{-8; 2; -1; 3; -6; 9; -11; 12; -11; 9; -5; 3; -1},1,1,71,-2,-1,0,0,3,No,-1,Y,N,Y,1,88.9731
10_28,N,10,2,2,3,2,5,12,0,[-8][-4],12,[9;11],1,{-7; 3; -1; 2; -4; 6; -7; 9; -8; 7; -5; 3; -1},1,1,53,0,0,1,0,[2;3],No,0,Y,N,Y,1,87.5061
10_29,Y,10,2,3,4,2,5,10,-2,[-3][-9],12,[9;11],1,{-3; 7; 1; -2; 5; -7; 9; -11; 10; -8; 6; -3; 1},1,1,63,2,1,0,0,3,No,1,Y,N,Y,2,88.3768
10_30,N,10,1,2,4,2,5,12,-2,[-1][-11],12,[9;11],1,{-1; 9; 1; -3; 6; -8; 11; -11; 10; -8; 5; -3; 1},1,1,67,2,1,1,0,[2;3],No,1,Y,N,Y,1,88.3558
10_31,N,10,1,2,4,2,5,12,0,[-6][-6],12,[9;11],1,{-5; 5; -1; 2; -4; 7; -8; 10; -9; 7; -5; 3; -1},1,1,57,0,0,0,0,2,No,0,Y,N,Y,1,88.2401
10_32,N,10,1,3,4,2,4,11,0,[-5][-7],12,[9;11],1,{-4; 6; 1; -3; 6; -9; 11; -11; 11; -8; 5; -3; 1},1,1,69,0,0,1,0,3,No,0,Y,N,Y,1,88.6597
10_33,N,10,1,2,4,2,5,12,0,[-6][-6],12,[9;11],1,{-5; 5; -1; 3; -5; 8; -10; 11; -10; 8; -5; 3; -1},1,1,65,0,0,0,0,[2;3],No,0,Y,N,Y,1,88.2744
10_34,N,10,2,2,3,2,5,12,0,[-8][-4],12,[9;11],1,{-7; 3; -1; 2; -3; 4; -5; 6; -5; 5; -3; 2; -1},1,1,37,0,0,1,0,2,No,0,Y,N,Y,1,86.8387
10_35,N,10,2,2,4,2,6,11,0,[-7][-5],12,[9;11],1,{-6; 4; 1; -2; 4; -6; 7; -8; 8; -6; 4; -2; 1},0,0,49,0,0,0,0,2,No,0,Y,N,Y,1,88.0697
10_36,N,10,2,2,4,2,5,12,-2,[-1][-11],12,[9;11],1,{-1; 9; 1; -2; 4; -6; 8; -8; 8; -6; 4; -3; 1},1,1,51,2,1,1,0,2,No,1,Y,N,Y,2,88.0233
10_37,N,10,2,2,4,2,5,12,0,[-6][-6],12,[9;12],1,{-5; 5; -1; 2; -4; 7; -8; 9; -8; 7; -4; 2; -1},1,1,53,0,0,1,0,2,No,0,Y,N,Y,1,88.1153
10_38,N,10,2,2,4,2,5,12,-2,[-1][-11],12,[9;11],1,{-1; 9; 1; -2; 5; -7; 9; -10; 9; -7; 5; -3; 1},1,1,59,2,1,1,0,2,No,1,Y,N,Y,1,88.3257
10_39,N,10,2,3,4,2,4,11,-4,[1][-13],12,[9;11],1,{0; 10; 1; -2; 5; -7; 9; -10; 10; -8; 5; -3; 1},2,2,61,4,2,1,0,3,No,1,Y,N,Y,2,88.3323
10_40,N,10,2,3,5,2,4,11,2,[-10][-2],12,[9;11],1,{-8; 2; -1; 3; -6; 9; -12; 13; -11; 10; -6; 3; -1},1,1,75,-2,-1,1,0,3,No,-1,Y,N,Y,2,89.2464
10_41,Y,10,2,3,4,2,5,10,-2,[-3][-9],12,[9;11],1,{-3; 7; 1; -3; 6; -8; 11; -12; 11; -9; 6; -3; 1},1,1,71,2,1,0,0,3,No,1,Y,N,Y,1,89.0553
10_42,Y,10,1,3,5,2,5,10,0,[-6][-6],12,[9;11],1,{-5; 5; -1; 3; -6; 10; -12; 14; -13; 10; -7; 4; -1},0,0,81,0,0,0,0,3,No,0,Y,N,Y,1,89.8857
10_43,Y,10,2,3,4,2,5,10,0,[-6][-6],12,[9;11],1,{-5; 5; -1; 3; -6; 9; -11; 13; -11; 9; -6; 3; -1},1,1,73,0,0,0,0,3,No,0,Y,N,Y,1,89.3366
10_44,Y,10,1,3,4,2,5,10,-2,[-3][-9],12,[9;11],1,{-3; 7; 1; -3; 6; -9; 12; -13; 13; -10; 7; -4; 1},1,1,79,2,1,0,0,3,No,1,Y,N,Y,1,88.8515
10_45,Y,10,2,3,5,2,5,10,0,[-6][-6],12,[9;11],1,{-5; 5; -1; 4; -7; 11; -14; 15; -14; 11; -7; 4; -1},1,1,89,0,0,0,0,3,No,0,Y,N,Y,1,89.4621
10_46,Y,10,3,4,2,3,3,10,-6,[3][-15],12,[9;11],1,{1; 11; 1; -1; 3; -3; 4; -5; 4; -4; 3; -2; 1},3,3,31,6,3,0,0,4,No,1,Y,N,Y,3,86.4461
10_47,Y,10,[2;3],4,3,3,3,10,4,[-12][0],12,[9;11],1,{-9; 1; -1; 2; -4; 5; -6; 7; -5; 5; -3; 2; -1},2,2,41,-4,-2,0,0,4,No,-1,Y,N,Y,2,87.2821
10_48,Y,10,2,4,3,3,3,10,0,[-6][-6],12,[9;10],1,{-5; 5; -1; 2; -4; 6; -7; 9; -7; 6; -4; 2; -1},0,0,49,0,0,0,0,4,No,0,Y,N,Y,1,87.3643
10_49,N,10,3,3,4,3,4,11,-6,[5][-17],12,[9;11],1,{3; 13; 1; -2; 5; -6; 9; -10; 9; -8; 5; -3; 1},3,3,59,6,3,1,0,3,No,1,Y,N,Y,3,88.2705
10_50,N,10,2,3,3,3,4,11,-4,[1][-13],12,[9;11],1,{0; 10; 1; -2; 5; -6; 8; -9; 8; -7; 4; -2; 1},2,2,53,4,2,1,0,3,No,1,Y,N,Y,2,87.3716
10_51,N,10,[2;3],3,4,3,4,11,2,[-10][-2],12,[9;11],1,{-8; 2; -1; 2; -5; 8; -10; 12; -10; 9; -6; 3; -1},1,1,67,-2,-1,1,0,3,No,-1,Y,N,Y,1,88.3002
10_52,N,10,2,3,3,3,4,11,-2,[-4][-8],12,[9;11],1,{-4; 6; -1; 2; -4; 7; -8; 10; -9; 8; -6; 3; -1},1,1,59,2,1,1,0,3,No,1,Y,N,Y,1,88.0565
10_53,N,10,3,2,4,3,5,12,-4,[3][-15],12,[9;11],1,{2; 12; 1; -3; 7; -9; 12; -12; 11; -9; 5; -3; 1},2,2,73,4,2,0,0,3,No,1,Y,N,Y,2,88.818
10_54,N,10,[2;3],3,3,3,4,11,2,[-8][-4],12,[9;11],1,{-6; 4; -1; 2; -4; 6; -7; 8; -6; 6; -4; 2; -1},1,1,47,-2,-1,0,0,3,No,-1,Y,N,Y,1,87.5127
10_55,N,10,2,2,4,3,5,12,-4,[3][-15],12,[9;11],1,{2; 12; 1; -2; 5; -7; 10; -10; 9; -8; 5; -3; 1},2,2,61,4,2,1,0,2,No,1,Y,N,Y,2,88.3699
10_56,N,10,2,3,4,3,4,11,-4,[1][-13],12,[9;10],1,{0; 10; 1; -2; 5; -7; 10; -11; 10; -9; 6; -3; 1},2,2,65,4,2,0,0,3,No,1,Y,N,Y,2,88.9973
10_57,N,10,2,3,5,3,4,11,2,[-10][-2],12,[9;11],1,{-8; 2; -1; 3; -7; 10; -12; 14; -12; 10; -6; 3; -1},1,1,79,-2,-1,0,0,3,No,-1,Y,N,Y,1,89.5946
10_58,N,10,2,2,4,3,6,11,0,[-5][-7],12,[9;11],1,{-4; 6; 1; -2; 5; -8; 10; -11; 10; -8; 6; -3; 1},1,1,65,0,0,0,0,2,No,0,Y,N,Y,1,88.9445
10_59,Y,10,1,3,4,3,5,10,-2,[-3][-9],12,[9;11],1,{-3; 7; 1; -3; 6; -9; 12; -12; 12; -10; 6; -3; 1},1,1,75,2,1,1,0,3,No,1,Y,N,Y,1,89.209
10_60,Y,10,1,3,4,3,5,12,0,[-7][-5],12,[9;11],1,{-6; 4; 1; -3; 6; -10; 13; -14; 14; -11; 8; -4; 1},1,1,85,0,0,1,0,3,No,0,Y,N,Y,1,89.319
10_61,N,10,[2;3],3,2,3,4,11,-4,[-1][-11],12,[9;11],2,{-2; 8; 1; -1; 3; -4; 4; -5; 5; -4; 3; -2; 1},2,2,33,4,2,0,0,3,No,1,Y,N,Y,2,86.3571
10_62,Y,10,2,4,3,3,3,10,4,[-12][0],12,[9;11],2,{-9; 1; -1; 2; -4; 6; -7; 7; -6; 6; -3; 2; -1},2,2,45,-4,-2,1,0,4,No,-1,Y,N,Y,2,87.5071
10_63,N,10,2,2,4,3,5,12,-4,[3][-15],12,[9;11],2,{2; 12; 1; -2; 5; -7; 9; -9; 9; -7; 4; -3; 1},2,2,57,4,2,0,0,2,No,1,Y,N,Y,2,88.3861
10_64,Y,10,2,4,3,3,3,10,-2,[-3][-9],12,[9;11],2,{-3; 7; 1; -2; 4; -6; 8; -8; 8; -7; 4; -2; 1},1,1,51,2,1,1,0,4,No,1,Y,N,Y,1,87.4662
10_65,N,10,2,3,4,3,4,11,2,[-10][-2],12,[9;11],2,{-8; 2; -1; 2; -5; 8; -9; 11; -10; 8; -5; 3; -1},1,1,63,-2,-1,0,0,3,No,-1,Y,N,Y,2,88.3714
10_66,N,10,3,3,4,3,4,11,-6,[5][-17],12,[9;11],2,{3; 13; 1; -2; 6; -8; 11; -13; 12; -10; 7; -4; 1},3,3,75,6,3,1,0,3,No,1,Y,N,Y,3,89.0047
10_67,N,10,2,2,4,3,5,14,-2,[-1][-11],12,[9;11],2,{-1; 9; 1; -2; 5; -8; 10; -10; 10; -8; 5; -3; 1},1,1,63,2,1,0,0,2,No,1,Y,N,Y,2,88.4534
10_68,N,10,2,2,3,3,5,14,0,[-8][-4],12,[9;10],2,{-7; 3; -1; 2; -4; 7; -8; 9; -9; 8; -5; 3; -1},1,1,57,0,0,0,0,[2;3],No,0,Y,N,Y,1,88.1013
10_69,Y,10,2,3,5,3,5,12,2,[-10][-2],12,[9;11],2,{-8; 2; -1; 3; -7; 11; -13; 15; -14; 11; -7; 4; -1},1,1,87,-2,-1,0,0,3,No,-1,Y,N,Y,2,89.0778
10_70,Y,10,2,3,4,3,5,10,2,[-9][-3],12,[9;11],1,{-7; 3; 1; -3; 6; -9; 11; -11; 10; -8; 5; -2; 1},1,1,67,-2,-1,1,0,3,No,-1,Y,N,Y,1,89.1846
10_71,Y,10,1,3,5,3,5,10,0,[-6][-6],12,[9;11],1,{-5; 5; -1; 3; -6; 10; -12; 13; -12; 10; -6; 3; -1},1,1,77,0,0,1,0,3,No,0,Y,N,Y,1,89.0699
10_72,N,10,2,3,4,3,4,11,-4,[1][-13],12,[9;11],1,{0; 10; 1; -2; 5; -8; 11; -12; 12; -10; 7; -4; 1},2,2,73,4,2,0,0,3,No,1,Y,N,Y,2,89.1779
10_73,Y,10,1,3,5,3,5,12,2,[-10][-2],12,[9;11],1,{-8; 2; -1; 3; -6; 10; -13; 14; -13; 11; -7; 4; -1},1,1,83,-2,-1,1,0,3,No,-1,Y,N,Y,1,89.513
10_74,N,10,2,2,4,3,5,14,-2,[-1][-11],12,[9;11],2,{-1; 9; 1; -3; 6; -8; 11; -10; 9; -8; 4; -2; 1},1,1,63,2,1,0,0,[2;3],No,1,Y,N,Y,2,88.1077
10_75,Y,10,2,3,4,3,5,12,0,[-7][-5],12,[9;11],2,{-6; 4; 1; -3; 6; -10; 12; -13; 14; -10; 7; -4; 1},0,0,81,0,0,0,0,3,No,0,Y,N,Y,2,88.9524
10_76,N,10,[2;3],3,4,3,4,11,-4,[1][-13],12,[9;12],1,{0; 10; 1; -1; 4; -6; 8; -10; 9; -8; 6; -3; 1},2,2,57,4,2,0,0,3,No,1,Y,N,Y,2,88.3479
10_77,N,10,[2;3],3,4,3,4,11,2,[-10][-2],12,[9;11],1,{-8; 2; -1; 3; -6; 8; -10; 11; -9; 8; -4; 2; -1},1,1,63,-2,-1,0,0,3,No,-1,Y,N,Y,1,88.5471
10_78,Y,10,2,3,4,3,5,12,-4,[1][-13],12,[9;11],1,{0; 10; 1; -3; 6; -8; 11; -11; 11; -9; 5; -3; 1},2,2,69,4,2,1,0,3,No,1,Y,N,Y,2,88.5322
10_79,Y,10,[2;3],4,4,3,3,10,0,[-6][-6],12,[9;11],2,{-5; 5; -1; 2; -5; 8; -9; 11; -9; 8; -5; 2; -1},1,1,61,0,0,1,0,4,No,0,Y,N,Y,1,88.9488
10_80,N,10,3,3,4,3,4,11,-6,[5][-17],12,[9;11],2,{3; 13; 1; -2; 6; -8; 11; -12; 11; -10; 6; -3; 1},3,3,71,6,3,0,0,3,No,1,Y,N,Y,3,89.1556
10_81,Y,10,2,3,5,3,5,12,0,[-6][-6],12,[9;11],2,{-5; 5; -1; 3; -7; 11; -13; 15; -13; 11; -7; 3; -1},1,1,85,0,0,1,0,3,No,0,Y,N,Y,1,90.0007
10_82,Y,10,1,4,4,3,3,10,-2,[-3][-9],12,[9;10],2,{-3; 7; 1; -3; 5; -7; 10; -10; 10; -8; 5; -3; 1},1,1,63,2,1,0,0,4,No,1,Y,N,Y,1,88.6801
10_83,N,10,2,3,4,3,4,11,2,[-10][-2],12,[9;10],2,{-8; 2; -1; 3; -6; 10; -13; 14; -13; 11; -7; 4; -1},1,1,83,-2,-1,1,0,3,No,-1,Y,N,Y,1,89.5314
10_84,N,10,1,3,5,3,4,11,-2,[-2][-10],12,[9;10],2,{-2; 8; -1; 3; -6; 11; -13; 15; -14; 11; -8; 4; -1},1,1,87,2,1,0,0,3,No,1,Y,N,Y,1,89.6788
10_85,Y,10,2,4,3,3,3,10,4,[-12][0],12,[9;10],2,{-9; 1; -1; 3; -5; 7; -9; 9; -8; 7; -4; 3; -1},2,2,57,-4,-2,0,0,4,No,-1,Y,N,Y,2,87.8164
10_86,N,10,2,3,4,3,4,11,0,[-5][-7],12,[9;11],2,{-4; 6; 1; -4; 8; -11; 14; -14; 13; -10; 6; -3; 1},1,1,85,0,0,1,0,3,No,0,Y,N,Y,2,88.6851
10_87,N,10,2,3,4,3,4,11,0,[-5][-7],12,[9;11],2,{-4; 6; 1; -3; 6; -10; 13; -13; 13; -10; 7; -4; 1},0,0,81,0,0,0,0,3,No,0,Y,N,Y,1,89.1173
10_88,Y,10,1,3,5,3,5,10,0,[-6][-6],12,[9;11],2,{-5; 5; -1; 4; -8; 13; -16; 17; -16; 13; -8; 4; -1},1,1,101,0,0,1,0,3,No,0,Y,N,Y,1,89.5461
10_89,Y,10,2,3,5,3,5,12,2,[-10][-2],12,[9;11],2,{-8; 2; -1; 3; -7; 12; -15; 17; -16; 13; -9; 5; -1},1,1,99,-2,-1,1,0,3,No,-1,Y,N,Y,2,89.4178
10_90,N,10,2,3,4,3,4,11,0,[-5][-7],12,[9;10],2,{-4; 6; 1; -3; 7; -10; 12; -13; 12; -9; 6; -3; 1},1,1,77,0,0,1,0,3,No,0,Y,N,Y,1,88.9115
10_91,Y,10,1,4,4,3,3,10,0,[-6][-6],12,[9;10],2,{-5; 5; -1; 3; -6; 9; -11; 13; -11; 9; -6; 3; -1},1,1,73,0,0,0,0,4,No,0,Y,N,Y,1,88.9435
10_92,N,10,2,3,4,3,4,11,-4,[1][-13],12,[9;11],2,{0; 10; 1; -3; 7; -10; 14; -15; 14; -12; 8; -4; 1},2,2,89,4,2,0,0,3,No,1,Y,N,Y,2,89.6011
10_93,N,10,2,3,3,3,4,11,2,[-8][-4],12,[9;10],2,{-6; 4; -1; 3; -6; 9; -10; 11; -10; 8; -5; 3; -1},1,1,67,-2,-1,1,0,3,No,-1,Y,N,Y,1,88.3773
10_94,Y,10,2,4,4,3,3,10,-2,[-3][-9],12,[9;10],2,{-3; 7; 1; -3; 6; -8; 11; -12; 11; -9; 6; -3; 1},1,1,71,2,1,0,0,4,No,1,Y,N,Y,1,88.8306
10_95,N,10,1,3,5,3,4,11,2,[-10][-2],12,[9;11],2,{-8; 2; -1; 3; -7; 11; -14; 16; -14; 12; -8; 4; -1},1,1,91,-2,-1,1,0,3,No,-1,Y,N,Y,1,89.6537
10_96,Y,10,2,3,4,3,5,12,0,[-7][-5],12,[9;11],2,{-6; 4; 1; -3; 7; -11; 14; -16; 15; -12; 9; -4; 1},1,1,93,0,0,1,0,3,No,0,Y,N,Y,1,89.5284
10_97,N,10,2,2,4,3,5,14,-2,[-1][-11],12,[9;11],2,{-1; 9; 1; -3; 7; -11; 14; -14; 14; -11; 7; -4; 1},1,1,87,2,1,0,0,3,No,1,Y,N,Y,2,89.4163
10_98,N,10,2,3,4,3,4,11,-4,[1][-13],12,[9;11],2,{0; 10; 1; -3; 7; -9; 13; -14; 12; -11; 7; -3; 1},2,2,81,4,2,0,0,3,No,1,Y,N,Y,2,89.6969
10_99,Y,10,2,4,4,3,3,10,0,[-6][-6],12,[9;11],2,{-5; 5; -1; 3; -7; 10; -12; 15; -12; 10; -7; 3; -1},0,0,81,0,0,0,0,4,No,0,Y,N,Y,2,88.8734
